url, time, page_size, depth, page_status
https://portal.matakanacoast.co.nz/wp-content/uploads/2021/05/Official-Visitor-Guide-Matakana-Coast.pdf, 02:36:27 09/27/2024, None, 1, 403
https://www.sculptureum.nz/, 02:36:28 09/27/2024, 183233, 1, 200
https://www.matakanavillage.co.nz/, 02:36:28 09/27/2024, 113332, 1, 200
https://www.matakanacountrypark.co.nz/, 02:36:29 09/27/2024, 116165, 1, 200
https://matakanacoast.co.nz/meet-the-locals/lauraine-jacobs-taste-the-matakana-coast/, 02:36:31 09/27/2024, 66494, 1, 200
https://www.leighbythesea.co.nz/, 02:36:32 09/27/2024, None, 1, 403
https://www.brickbay.co.nz/, 02:36:33 09/27/2024, 327695, 1, 200
https://matakanawine.co.nz/, 02:36:34 09/27/2024, None, 1, 403
https://hamilton.govt.nz/privacy-policy, 02:36:35 09/27/2024, None, 1, 403
https://blacksheepcreative.co.nz, 02:36:38 09/27/2024, 31589, 1, 200
https://learninghub.4es.nz, 02:36:41 09/27/2024, 114173, 1, 200
https://4es.nz/, 02:36:43 09/27/2024, 52908, 1, 200
https://www.penguinrandomhouse.co.nz/booksellers/, 02:36:46 09/27/2024, None, 1, 404
https://www.kiwirailfreight.co.nz/interislander-cv/, 02:36:49 09/27/2024, None, 1, 404
https://www.tripadvisor.co.nz/Attraction_Review-g255115-d2229892-Reviews-Interislander-Wellington_Greater_Wellington_North_Island.html, 02:36:49 09/27/2024, None, 1, 403
https://www.qualmark.co.nz/, 02:36:52 09/27/2024, None, 1, 404
http://www.curative.co.nz, 02:36:56 09/27/2024, 40327, 1, 200
http://www.96black.co.nz, 02:36:57 09/27/2024, None, 1, 403
https://booking.interislander.co.nz/Booking/Travel-Details.aspx, 02:37:00 09/27/2024, 115462, 1, 200
https://www.aon.co.nz/Specialty/Risk-Management-Services-Insurance-Aon-insurance#fire-protection, 02:37:01 09/27/2024, None, 1, 404
https://www.argusfire.co.nz, 02:37:02 09/27/2024, None, 1, 403
https://www.gib.co.nz, 02:37:05 09/27/2024, None, 1, 404
https://www.fireandemergency.nz/contact-us/, 02:37:07 09/27/2024, 104033, 1, 200
https://www.penguin.co.nz/books/lessons-in-chemistry-9781804990926, 02:37:10 09/27/2024, 111282, 1, 200
https://www.penguin.co.nz/authors/jenny-pattrick, 02:37:12 09/27/2024, 77905, 1, 200
https://www.penguin.co.nz/recipes/4207-cheese-scones, 02:37:15 09/27/2024, 81798, 1, 200
https://www.4es.nz/, 02:37:18 09/27/2024, 52908, 1, 200
https://www.stjohn.org.nz/support-us/volunteering-for-us/, 02:37:19 09/27/2024, 62046, 1, 200
https://www.penguin.co.nz/activities/4219-make-your-own-diary-of-a-wimpy-kid-costume, 02:37:21 09/27/2024, 80845, 1, 200
https://www.penguin.co.nz/books/the-denniston-rose-9781776958863, 02:37:24 09/27/2024, 97152, 1, 200
https://www.penguin.co.nz/books/the-thursday-murder-club-9780241988268, 02:37:26 09/27/2024, 112105, 1, 200
https://www.penguin.co.nz/books/pounamu-pounamu-te-reo-maori-edition-9781776958931, 02:37:28 09/27/2024, 92736, 1, 200
https://www.fireprotection.org.nz/firenz/speakers, 02:37:30 09/27/2024, 26827, 1, 200
https://www.fireprotection.org.nz/firenz/exhibitors, 02:37:31 09/27/2024, 26841, 1, 200
https://www.penguin.co.nz/authors/hoani-niwa, 02:37:33 09/27/2024, 61448, 1, 200
https://www.fireprotection.org.nz/firenz/agenda, 02:37:35 09/27/2024, 26862, 1, 200
https://www.fireprotection.org.nz/firenz/2024, 02:37:36 09/27/2024, 30168, 1, 200
https://www.penguin.co.nz/news, 02:37:38 09/27/2024, 80841, 1, 200
https://www.penguin.co.nz/authors/bluey, 02:37:41 09/27/2024, 124936, 1, 200
https://www.penguin.co.nz/books/pronounce-maori-with-confidence-9781776959013, 02:37:43 09/27/2024, 78073, 1, 200
https://www.fireprotection.org.nz/contact, 02:37:44 09/27/2024, 31609, 1, 200
https://www.fireprotection.org.nz/docs/product-registers, 02:37:46 09/27/2024, 52792, 1, 200
https://www.penguin.co.nz/books/maori-made-easy-pocket-guide-9781776958979, 02:37:48 09/27/2024, 89937, 1, 200
https://www.fireprotection.org.nz/docs/position-statements, 02:37:50 09/27/2024, 37005, 1, 200
https://www.fireprotection.org.nz/docs/newsletters, 02:37:51 09/27/2024, 189837, 1, 200
https://www.penguin.co.nz/books/bluey-bluey-playtime-little-library-9781761348648, 02:37:54 09/27/2024, 203694, 1, 200
https://www.penguin.co.nz/authors/michael-king, 02:37:56 09/27/2024, 70371, 1, 200
https://www.fireprotection.org.nz/docs/fire-standards-interpretations, 02:37:57 09/27/2024, None, 1, 403
https://www.fireprotection.org.nz/docs/codes-of-practice, 02:37:59 09/27/2024, 31835, 1, 200
https://www.penguin.co.nz/books/the-penguin-history-of-new-zealand-9780143776024, 02:38:01 09/27/2024, 93265, 1, 200
https://www.fireprotection.org.nz/docs/careers, 02:38:02 09/27/2024, 27884, 1, 200
https://www.fireprotection.org.nz/docs/certification, 02:38:04 09/27/2024, 30203, 1, 200
https://www.penguin.co.nz/extracts, 02:38:06 09/27/2024, 85880, 1, 200
https://www.penguin.co.nz/features, 02:38:09 09/27/2024, 362436, 1, 200
https://www.penguin.co.nz/authors/ben-macintyre, 02:38:11 09/27/2024, 66629, 1, 200
https://www.penguin.co.nz/books/hairy-maclary-treasury-9780143776604, 02:38:14 09/27/2024, 87899, 1, 200
https://www.fireprotection.org.nz/docs/aon-documents, 02:38:15 09/27/2024, 55432, 1, 200
https://www.fireprotection.org.nz/docs/annual-reports, 02:38:16 09/27/2024, 31977, 1, 200
https://www.penguin.co.nz/authors/dan-carter, 02:38:18 09/27/2024, 65803, 1, 200
https://www.fireprotection.org.nz/docs/alarm-standards-interpretations, 02:38:19 09/27/2024, None, 1, 403
https://www.fireprotection.org.nz/events/get-it-right-seminars, 02:38:20 09/27/2024, 28627, 1, 200
https://www.penguin.co.nz/books/the-siege-9780241675687, 02:38:22 09/27/2024, 96917, 1, 200
https://www.penguin.co.nz/books/the-art-of-winning-9781776958870, 02:38:25 09/27/2024, 88748, 1, 200
https://www.fireprotection.org.nz/events/calendar, 02:38:26 09/27/2024, 26603, 1, 200
https://www.fireprotection.org.nz/membership/lifetime-members, 02:38:27 09/27/2024, 45515, 1, 200
https://www.penguin.co.nz/books/lists/audiobooks-from-new-zealand, 02:38:30 09/27/2024, 123543, 1, 200
https://www.fireprotection.org.nz/membership/members-search, 02:38:31 09/27/2024, 29622, 1, 200
https://www.fireprotection.org.nz/membership/members-list, 02:38:35 09/27/2024, 176261, 1, 200
https://www.penguin.co.nz/browse/graphic-novels, 02:38:37 09/27/2024, 134666, 1, 200
https://www.penguin.co.nz/authors/tess-woods, 02:38:39 09/27/2024, 68961, 1, 200
https://www.penguin.co.nz/activities/4120-bluey-and-bingos-guide-to-making-dad-laugh, 02:38:42 09/27/2024, 81533, 1, 200
https://www.fireprotection.org.nz/membership/become-a-member, 02:38:43 09/27/2024, 33661, 1, 200
https://www.fireprotection.org.nz/membership/about-membership, 02:38:44 09/27/2024, 32891, 1, 200
https://www.penguin.co.nz/activities/4154-lulu-and-the-dance-detectives-the-pool-party-poisoning-word-search, 02:38:47 09/27/2024, 82078, 1, 200
https://www.fireprotection.org.nz/about/logo-guidelines, 02:38:48 09/27/2024, 30538, 1, 200
https://www.fireprotection.org.nz/about/code-of-ethics-discipline, 02:38:49 09/27/2024, 29621, 1, 200
https://www.penguin.co.nz/books/brands/hairy-maclary, 02:38:54 09/27/2024, 170075, 1, 200
https://www.penguin.co.nz/activities/3963-the-maori-alphabet-with-stacey-morrison, 02:38:56 09/27/2024, 81697, 1, 200
https://www.fireprotection.org.nz/about/board-council, 02:38:57 09/27/2024, 28635, 1, 200
https://www.fireprotection.org.nz/about/about-us, 02:38:58 09/27/2024, 29770, 1, 200
https://www.penguin.co.nz/books/the-venice-hotel-9781761344404, 02:39:01 09/27/2024, 102241, 1, 200
https://www.fireprotection.org.nz/, 02:39:02 09/27/2024, 31577, 1, 200
https://www.lorde.co.nz/, 02:39:02 09/27/2024, 41724, 1, 200
https://www.matakanacoast.co.nz/media-trade-contact, 02:39:03 09/27/2024, 60662, 1, 200
https://www.matakanacoast.co.nz/join-us, 02:39:03 09/27/2024, 115329, 1, 200
https://portal.matakanacoast.co.nz/login/, 02:39:03 09/27/2024, None, 1, 403
https://www.penguin.co.nz/browse/historical-fiction, 02:39:06 09/27/2024, 149066, 1, 200
https://www.lorde.co.nz/sign-up, 02:39:07 09/27/2024, 57449, 1, 200
https://www.lorde.co.nz/tour, 02:39:07 09/27/2024, 58923, 1, 200
https://www.penguin.co.nz/dk, 02:39:09 09/27/2024, 169765, 1, 200
https://www.penguin.co.nz/authors/james-patterson, 02:39:11 09/27/2024, 150983, 1, 200
https://www.penguin.co.nz/books/lies-he-told-me-9781529136548, 02:39:14 09/27/2024, 95410, 1, 200
https://www.penguin.co.nz/activities/4294-blue-blue-christmas-colouring-in-sheet, 02:39:17 09/27/2024, 81556, 1, 200
https://www.penguin.co.nz/activities/4313-diary-of-a-wimpy-kid-no-brainer-quiz, 02:39:19 09/27/2024, 79550, 1, 200
https://www.penguin.co.nz/puffin, 02:39:22 09/27/2024, 283307, 1, 200
https://www.penguin.co.nz/authors/dr-hinemoa-elder, 02:39:25 09/27/2024, 76492, 1, 200
https://www.penguin.co.nz/activities/3680-bluey-christmas-activity, 02:39:28 09/27/2024, 80762, 1, 200
https://www.stjohn.org.nz/newsletter, 02:39:30 09/27/2024, 55121, 1, 200
https://www.penguin.co.nz/activities/4422-emma-memma-colouring-in-activity, 02:39:32 09/27/2024, 81755, 1, 200
http://www.stjohn.org.nz/Contact-us/St-John-locations/, 02:39:36 09/27/2024, 62357, 1, 200
https://www.penguin.co.nz/books/waitohu-9781776950898, 02:39:41 09/27/2024, 88957, 1, 200
https://www.penguin.co.nz/activities/4423-bluey-bbq-colouring-in-activity, 02:39:45 09/27/2024, 81119, 1, 200
https://www.stjohn.org.nz/first-aid/aed/standard-terms-conditions-of-sale/, 02:39:46 09/27/2024, 81959, 1, 200
http://www.stjohn.org.nz/Medical-Alarms/, 02:39:49 09/27/2024, 63177, 1, 200
https://www.penguin.co.nz/activities/3016-blueys-easter-activity-pack, 02:39:52 09/27/2024, 83396, 1, 200
http://www.stjohn.org.nz/About-St-John/History/, 02:39:54 09/27/2024, 62745, 1, 200
http://www.stjohn.org.nz/About-St-John/Our-Locations/, 02:39:57 09/27/2024, 62522, 1, 200
https://www.penguin.co.nz/browse/literary-fiction, 02:40:00 09/27/2024, 165988, 1, 200
https://www.penguin.co.nz/browse/fantasy-and-science-fiction, 02:40:03 09/27/2024, 141315, 1, 200
https://www.penguin.co.nz/authors/elif-shafak, 02:40:05 09/27/2024, 75717, 1, 200
https://www.penguin.co.nz/activities/4466-play-and-grow-with-the-very-hungry-caterpillar, 02:40:08 09/27/2024, 78934, 1, 200
http://www.stjohn.org.nz/About-St-John/Our-People/, 02:40:10 09/27/2024, 59629, 1, 200
http://www.stjohn.org.nz/News--Info/St-John-Media-Relations-Contacts/, 02:40:13 09/27/2024, 60134, 1, 200
https://www.penguin.co.nz/activities/4477-colour-in-ring-ting-tui, 02:40:15 09/27/2024, 81926, 1, 200
http://www.stjohn.org.nz/News--Info/St-John-Local/, 02:40:17 09/27/2024, 64925, 1, 200
http://www.stjohn.org.nz/News--Info/News--Articles/, 02:40:20 09/27/2024, 133277, 1, 200
https://www.penguin.co.nz/nzbooks, 02:40:24 09/27/2024, 316877, 1, 200
https://www.penguin.co.nz/books/there-are-rivers-in-the-sky-9780241435021, 02:40:27 09/27/2024, 92890, 1, 200
https://www.penguin.co.nz/activities/4523-bluey-mothers-day-colouring-in-activity-for-the-whole-family, 02:40:29 09/27/2024, 81334, 1, 200
http://www.stjohn.org.nz/Contact-us/Privacy-Policy/, 02:40:32 09/27/2024, 72515, 1, 200
https://www.penguin.co.nz/activities/4566-detective-beans-colouring-in-activity, 02:40:35 09/27/2024, 81947, 1, 200
https://www.stjohn.org.nz/Support-us/our-fundraisers/, 02:40:36 09/27/2024, 67218, 1, 200
https://www.penguin.co.nz/books/series, 02:40:39 09/27/2024, 118498, 1, 200
https://www.penguin.co.nz/authors/william-boyd, 02:40:41 09/27/2024, 83189, 1, 200
https://www.penguin.co.nz/activities/4567-ways-to-keep-busy-this-long-weekend, 02:40:43 09/27/2024, 88076, 1, 200
http://www.stjohn.org.nz/Support-us/Become-A-Business-Supporter/, 02:40:46 09/27/2024, 63354, 1, 200
http://www.stjohn.org.nz/Support-us/How-I-Can-Help/, 02:40:47 09/27/2024, None, 1, 401
https://www.penguin.co.nz/activities/4574-willa-and-woof-camp-chaos-maze-activity, 02:40:49 09/27/2024, 81932, 1, 200
http://www.stjohn.org.nz/Support-us/Donate-Now/, 02:40:52 09/27/2024, 539215, 1, 200
https://www.stjohn.org.nz/medical-alarms/our-products/, 02:40:54 09/27/2024, 63177, 1, 200
https://www.penguin.co.nz/books/gabriels-moon-9780241542071, 02:40:57 09/27/2024, 103842, 1, 200
https://www.penguin.co.nz/activities/4575-nanny-rinas-amazing-nets-colouring-sheet, 02:40:59 09/27/2024, 83827, 1, 200
http://www.stjohn.org.nz/First-Aid/AED/, 02:41:02 09/27/2024, 71929, 1, 200
http://www.stjohn.org.nz/First-Aid/First-Aid-Library/, 02:41:05 09/27/2024, 122615, 1, 200
https://www.penguin.co.nz/activities/4635-celebrate-fathers-day-this-year-with-bandit, 02:41:07 09/27/2024, 82840, 1, 200
https://www.stjohn.org.nz/First-Aid/, 02:41:09 09/27/2024, 68876, 1, 200
http://www.stjohn.org.nz/What-we-do/What-we-do-at-a-glance/What-we-do-FAQs/, 02:41:12 09/27/2024, 66266, 1, 200
https://www.penguin.co.nz/books/lists, 02:41:14 09/27/2024, 119082, 1, 200
https://www.penguin.co.nz/authors/mike-maden, 02:41:16 09/27/2024, 64585, 1, 200
https://www.penguin.co.nz/activities/2093-peppa-pig-activity-pack, 02:41:19 09/27/2024, 96157, 1, 200
http://www.stjohn.org.nz/What-we-do/Community-programmes/Partnered-programmes/, 02:41:22 09/27/2024, 60340, 1, 200
https://www.penguin.co.nz/activities/4196-critters-of-aotearoa-colouring-in-sheet, 02:41:25 09/27/2024, 81531, 1, 200
http://www.stjohn.org.nz/What-we-do/Youth-Programmes/, 02:41:28 09/27/2024, 64008, 1, 200
https://www.penguin.co.nz/activities/4676-free-printable-fathers-day-cards, 02:41:30 09/27/2024, 79371, 1, 200
http://www.stjohn.org.nz/What-we-do/Community-programmes/ASB-St-John-in-Schools-Programme/, 02:41:34 09/27/2024, 61220, 1, 200
http://www.stjohn.org.nz/What-we-do/Community-programmes/Friends-of-the-Emergency-Department/, 02:41:38 09/27/2024, 60866, 1, 200
https://www.penguin.co.nz/books/clive-cusslers-ghost-soldier-9780241704349, 02:41:40 09/27/2024, 91983, 1, 200
https://www.penguin.co.nz/activities/4648-colour-in-the-witch-of-maketu, 02:41:42 09/27/2024, 82219, 1, 200
http://www.stjohn.org.nz/What-we-do/Community-programmes/Caring-Caller/, 02:41:45 09/27/2024, 62272, 1, 200
http://www.stjohn.org.nz/What-we-do/Community-programmes/Health-Shuttles/, 02:41:48 09/27/2024, 76307, 1, 200
https://www.penguin.co.nz/activities/4699-colour-in-the-fantabulous-animal-orchestra, 02:41:50 09/27/2024, 80635, 1, 200
http://www.stjohn.org.nz/What-we-do/Event-Services/, 02:41:52 09/27/2024, 65079, 1, 200
http://www.stjohn.org.nz/What-we-do/St-John-Ambulance-Services/Part-Charges/, 02:41:56 09/27/2024, 72055, 1, 200
https://www.penguin.co.nz/books/coming-soon, 02:41:58 09/27/2024, 118707, 1, 200
https://www.penguin.co.nz/authors/jeff-kinney, 02:42:01 09/27/2024, 153448, 1, 200
https://www.penguin.co.nz/authors/andris-apse, 02:42:04 09/27/2024, 72662, 1, 200
http://www.stjohn.org.nz/What-we-do/St-John-Ambulance-Services/, 02:42:06 09/27/2024, 71596, 1, 200
https://www.stjohn.org.nz/news--info/most-trusted-2024/, 02:42:08 09/27/2024, 56932, 1, 200
https://www.penguin.co.nz/authors/maika-mason, 02:42:10 09/27/2024, 62801, 1, 200
https://www.stjohn.org.nz/support-us/supporters-scheme/supporter-scheme-online-subscription/, 02:42:13 09/27/2024, 137088, 1, 200
https://www.stjohn.org.nz/news--info/news--articles/hato-hone-st-john-thanks-nz-for-saving-111-for-emergencies/, 02:42:15 09/27/2024, 83282, 1, 200
https://www.penguin.co.nz/books/diary-of-a-wimpy-kid-bk1-9780143303831, 02:42:18 09/27/2024, 156113, 1, 200
https://www.penguin.co.nz/authors/russell-beck, 02:42:21 09/27/2024, 63215, 1, 200
https://www.stjohn.org.nz/news--info/news--articles/media-advisory-hato-hone-st-john-prepares-for-more-strikes/, 02:42:23 09/27/2024, 82263, 1, 200
https://www.stjohn.org.nz/what-we-do/community-programmes/health-shuttles-stjohn/, 02:42:24 09/27/2024, 76307, 1, 200
https://www.penguin.co.nz/books/pounamu-treasures-9780143568155, 02:42:28 09/27/2024, 84772, 1, 200
https://buy.stjohn.org.nz/first-aid/first-aid-courses/#?Course+Type=Mental+health&page=1&pageSize=9, 02:42:29 09/27/2024, None, 1, 403
https://buy.stjohn.org.nz/firstaid/first-aid-courses/?utm_source=EDM+and+native&utm_medium=homepage+tile&utm_campaign=new+resus+courses&utm_content=intermediate+and+advanced#Course+Type=Resuscitation&page=1&pageSize=9, 02:42:30 09/27/2024, None, 1, 403
https://www.penguin.co.nz/browse/contemporary-fiction, 02:42:33 09/27/2024, 164193, 1, 200
https://www.penguin.co.nz/books/bestsellers, 02:42:36 09/27/2024, 122204, 1, 200
https://www.penguin.co.nz/authors/kate-atkinson, 02:42:40 09/27/2024, 85982, 1, 200
https://www.penguin.co.nz/authors/sarah-wilkins, 02:42:46 09/27/2024, 77863, 1, 200
https://buy.stjohn.org.nz/firstaid/first-aid-courses/#?CourseTypeValues=Mental+health, 02:42:46 09/27/2024, None, 1, 403
https://www.stjohn.org.nz/news--info/action/, 02:42:48 09/27/2024, 64892, 1, 200
https://www.penguin.co.nz/books/chugga-tugga-tugboat-9781761047169, 02:42:50 09/27/2024, 87806, 1, 200
https://www.stjohn.org.nz/Controls/Home/, 02:42:51 09/27/2024, None, 1, 403
https://www.stjohn.org.nz/contact-us/st-john-locations/, 02:42:53 09/27/2024, 62357, 1, 200
https://www.penguin.co.nz/authors/elizabeth-strout, 02:42:55 09/27/2024, 75239, 1, 200
https://www.penguin.co.nz/authors/patricia-grace, 02:42:58 09/27/2024, 95351, 1, 200
https://www.stjohn.org.nz/contact-us/medical-alarm/, 02:43:00 09/27/2024, None, 1, 403
https://www.penguin.co.nz/books/bird-child-and-other-stories-9781776950546, 02:43:03 09/27/2024, 94805, 1, 200
https://www.stjohn.org.nz/contact-us/first-aid-training/, 02:43:05 09/27/2024, 82128, 1, 200
https://www.stjohn.org.nz/contact-us/make-a-complaint/, 02:43:07 09/27/2024, 82958, 1, 200
https://www.penguin.co.nz/books/new-releases, 02:43:09 09/27/2024, 156276, 1, 200
https://www.penguin.co.nz/books/tell-me-everything-9780241634356, 02:43:11 09/27/2024, 108750, 1, 200
https://www.penguin.co.nz/authors/my-food-bag, 02:43:14 09/27/2024, 70839, 1, 200
https://www.stjohn.org.nz/contact-us/feedback/, 02:43:15 09/27/2024, 64881, 1, 200
https://www.stjohn.org.nz/contact-us/other/, 02:43:17 09/27/2024, 64813, 1, 200
https://www.penguin.co.nz/books/dinner-done-better-9781776950881, 02:43:19 09/27/2024, 84325, 1, 200
https://www.stjohn.org.nz/contact-us/, 02:43:21 09/27/2024, 64880, 1, 200
https://www.stjohn.org.nz/shop/terms-conditions-and-policies/, 02:43:22 09/27/2024, 59030, 1, 200
https://www.penguin.co.nz/books/hairy-maclarys-magnet-fun-9781776957309, 02:43:25 09/27/2024, 78848, 1, 200
https://www.penguin.co.nz/authors/liam-dann, 02:43:27 09/27/2024, 62240, 1, 200
https://buy.stjohn.org.nz/first-aid-products/accessories/miscellaneous/key-safe-original-2-key-lockbox/, 02:43:28 09/27/2024, None, 1, 403
https://www.stjohn.org.nz/shop/st-john-medical-alarms/, 02:43:30 09/27/2024, 63177, 1, 200
https://www.penguin.co.nz/books/bbq-economics-9781776950768, 02:43:33 09/27/2024, 88959, 1, 200
https://www.stjohn.org.nz/shop/retail-stores/, 02:43:35 09/27/2024, 126018, 1, 200
https://www.stjohn.org.nz/shop/rent-aeds/, 02:43:36 09/27/2024, 73720, 1, 200
https://www.penguin.co.nz/ages/young-adult, 02:43:40 09/27/2024, 163790, 1, 200
https://www.penguin.co.nz/authors/lee-child, 02:43:42 09/27/2024, 109442, 1, 200
https://www.penguin.co.nz/authors/eileen-merriman, 02:43:44 09/27/2024, 102268, 1, 200
https://buy.stjohn.org.nz/shop/youth-enrolment-fees/, 02:43:45 09/27/2024, None, 1, 403
https://www.stjohn.org.nz/support-us/regular-giving/, 02:43:47 09/27/2024, 52235, 1, 200
https://buy.stjohn.org.nz/firstaid/buy-first-aid-products/aeds-accessories/#?page=1&pageSize=9, 02:43:48 09/27/2024, None, 1, 403
https://www.penguin.co.nz/books/the-night-she-fell-9781776950430, 02:43:52 09/27/2024, 97630, 1, 200
https://www.stjohn.org.nz/shop/, 02:43:54 09/27/2024, 66269, 1, 200
https://www.stjohn.org.nz/about-st-john/join-st-john/, 02:43:57 09/27/2024, 108769, 1, 200
https://www.penguin.co.nz/authors/rebecca-ter-borg, 02:43:59 09/27/2024, 66527, 1, 200
https://www.penguin.co.nz/authors/lily-uivel, 02:44:02 09/27/2024, 72192, 1, 200
https://www.stjohn.org.nz/about-st-john/our-people/, 02:44:03 09/27/2024, 59629, 1, 200
https://www.stjohn.org.nz/about-st-john/diversity-inclusion-belonging/, 02:44:05 09/27/2024, 87118, 1, 200
https://www.penguin.co.nz/authors/sally-sutton, 02:44:07 09/27/2024, 81809, 1, 200
https://www.stjohn.org.nz/about-st-john/health-equity-for-maori/, 02:44:09 09/27/2024, 65252, 1, 200
https://www.stjohn.org.nz/about-st-john/our-journey-to-hato-hone-st-john/, 02:44:10 09/27/2024, 63210, 1, 200
https://www.penguin.co.nz/ages/12-13, 02:44:13 09/27/2024, 120950, 1, 200
https://www.penguin.co.nz/authors/anika-moa, 02:44:16 09/27/2024, 66397, 1, 200
https://www.penguin.co.nz/books/lulu-and-the-dance-detectives-4-ravenous-rooster-stake-out-9780143776383, 02:44:18 09/27/2024, 95059, 1, 200
https://www.stjohn.org.nz/about-st-john/strategy/, 02:44:20 09/27/2024, 59503, 1, 200
https://www.stjohn.org.nz/about-st-john/history/, 02:44:21 09/27/2024, 62745, 1, 200
https://www.penguin.co.nz/authors/scotty-morrison, 02:44:24 09/27/2024, 86420, 1, 200
https://www.stjohn.org.nz/about-st-john/about-st-john-at-a-glance/, 02:44:25 09/27/2024, 67585, 1, 200
https://www.stjohn.org.nz/about-st-john/, 02:44:27 09/27/2024, 67557, 1, 200
https://www.penguin.co.nz/books/the-witch-of-maketu-and-the-bleating-lambs-9781776958184, 02:44:29 09/27/2024, 88182, 1, 200
https://www.penguin.co.nz/books/maori-made-easy-pocket-guide-9781776950751, 02:44:31 09/27/2024, 92950, 1, 200
https://www.stjohn.org.nz/news--info/bank-account-details/, 02:44:33 09/27/2024, 61394, 1, 200
https://www.stjohn.org.nz/news--info/image-gallery/, 02:44:34 09/27/2024, 70926, 1, 200
https://www.penguin.co.nz/authors/jane-arthur, 02:44:36 09/27/2024, 62999, 1, 200
https://www.stjohn.org.nz/news--info/st-john-media-relations-contacts/, 02:44:38 09/27/2024, 60134, 1, 200
https://www.stjohn.org.nz/news--info/st-john-local/, 02:44:39 09/27/2024, 64925, 1, 200
https://www.penguin.co.nz/browse/crime-and-thrillers, 02:44:42 09/27/2024, 191174, 1, 200
https://www.penguin.co.nz/ages/9-11, 02:44:45 09/27/2024, 138569, 1, 200
https://www.penguin.co.nz/authors/james-clear, 02:44:48 09/27/2024, 72709, 1, 200
https://www.penguin.co.nz/books/brown-bird-9781776958030, 02:44:50 09/27/2024, 90117, 1, 200
https://www.stjohn.org.nz/news--info/our-performance/, 02:44:52 09/27/2024, 63355, 1, 200
https://www.stjohn.org.nz/news--info/news--articles/, 02:44:53 09/27/2024, 133277, 1, 200
https://www.penguin.co.nz/books/a-aria-me-te-atua-o-te-kumara-9781776958139, 02:44:56 09/27/2024, 86759, 1, 200
https://www.stjohn.org.nz/news--info/, 02:44:57 09/27/2024, 64595, 1, 200
https://www.stjohn.org.nz/support-us/support-of-volunteers/, 02:45:00 09/27/2024, 67147, 1, 200
https://www.penguin.co.nz/books/atomic-habits-9781847941831, 02:45:02 09/27/2024, 111057, 1, 200
https://www.penguin.co.nz/authors/li-chen, 02:45:05 09/27/2024, 69346, 1, 200
https://www.stjohn.org.nz/support-us/other-ways-to-donate2/, 02:45:06 09/27/2024, 81537, 1, 200
https://www.stjohn.org.nz/support-us/payroll-giving2/, 02:45:08 09/27/2024, 79024, 1, 200
https://www.penguin.co.nz/books/detective-beans-and-the-case-of-the-missing-hat-9781761049477, 02:45:10 09/27/2024, 95085, 1, 200
https://www.stjohn.org.nz/support-us/how-we-are-funded/, 02:45:12 09/27/2024, 83829, 1, 200
